"gene","distance","Z","FC","p.value","p.adj"
"STON2",4.74742599880964e-11,0.28698584544134,0.000201285891468953,0.988680371867981,0.999999989686377
"MIR4435-2HG",4.70453284155404e-11,0.284573855794797,0.000197665072896884,0.9887826383285,0.999999989686377
"SAT1",4.58546861011088e-11,0.277762710729501,0.00018778650424115,0.98906651388134,0.999999989686377
"RAP2B",4.5159817487139e-11,0.273706295202746,0.0001821383021378,0.989232186622741,0.999999989686377
"MLH3",4.44805638289892e-11,0.26968086429531,0.000176700384706639,0.989394136846513,0.999999989686377
"PTCRA",4.44093880499147e-11,0.269255541165459,0.000176135341278219,0.989411106870112,0.999999989686377
"RNF24",4.39642292326628e-11,0.266580010137139,0.000172621885114536,0.989517243584673,0.999999989686377
"NPTN",4.34812143368062e-11,0.263646444463795,0.000168849685754169,0.989632406321055,0.999999989686377
"WIPF1",4.31175016540413e-11,0.261416082585273,0.000166036704579519,0.98971912459225,0.999999989686377
"LYPLAL1",4.28068855723494e-11,0.259496524765331,0.000163653083001449,0.989793183391607,0.999999989686377
"ACRBP",4.22013991283806e-11,0.25571475009478,0.000159056208946793,0.989937547061276,0.999999989686377
"SMIM5",4.21903280841102e-11,0.255645103111192,0.000158972766815066,0.989940186688405,0.999999989686377
"CRYL1",4.18639839678856e-11,0.253583931653304,0.000156522955068163,0.990017995728613,0.999999989686377
"CCL5",4.11122485972761e-11,0.248774840160043,0.000150952179975394,0.990197229617792,0.999999989686377
