frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	butin_heavy_rmsd_after_protein_fit_nm	protein_butin_min_heavy_distance_nm	protein_butin_heavy_contact_pairs_le_0_40_nm	pocket_butin_min_heavy_distance_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_butin_com_distance_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2	protein_butin_hydrogen_bond_count	protein_butin_surface_sasa_nm2	butin_sasa_nm2
964	9.64	0.1345489572146603	0.1342461238730984	0.1348374838518709	0.1162699693357533	0.1165884738533238	0.2620314909909512	77	359	30	50	2.2113257102887114	1.7943857609262026	0.1505181513687649	0.2823497551923372	68	0.2823497551923372	1	1	0.2280162461898778	13.0	67.09	69.843	111.668	25.264999999999983	12.632499999999991	2.0	109.92	0.027
965	9.65	0.1294575699178569	0.1256480994607521	0.1329932537396098	0.1099743870898703	0.1181751950033279	0.2567589217299125	100	372	29	53	2.199699948145036	1.7906228754475908	0.1294391710547969	0.2868124712221392	71	0.2868124712221392	1	1	0.210052363176703	15.0	66.14	71.193	111.313	26.02	13.009999999999998	2.0	109.793	0.0
966	9.66	0.137234258357047	0.1302247224571512	0.1436083756843076	0.111769545227756	0.1260686849037795	0.2523320867018115	107	384	32	50	2.1844970331583804	1.787225641755759	0.1509406208333787	0.2635795606945224	65	0.2635795606945224	1	1	0.2137354400527439	14.0	67.472	71.269	112.318	26.422999999999988	13.211499999999994	2.0	110.254	0.0
967	9.67	0.12923136759031	0.1269377575609378	0.1313840644480604	0.1113994962661529	0.1155526296996624	0.2604878519733143	90	348	31	48	2.177180539766218	1.785168945778522	0.1364066914811092	0.2710533991421547	69	0.2710533991421547	1	1	0.2603073334644593	16.0	66.155	71.787	111.155	26.78700000000001	13.393500000000005	2.0	109.414	0.0
968	9.68	0.1468219577270494	0.1379584879948977	0.1548123811052049	0.1103112684402226	0.1293151604027536	0.2703056395704089	97	378	32	51	2.199350979940273	1.792944401680865	0.1140462459199152	0.2765754971596392	72	0.2999830119626618	1	1	0.2707743971087746	13.0	66.493	70.848	111.659	25.682	12.841	2.0	109.994	0.0
969	9.69	0.1397140464898741	0.1284461477310953	0.1496836706846793	0.1121576377810118	0.1321666738988908	0.2590003518165382	103	368	30	49	2.1832120895378164	1.7829698698000531	0.1479580723575414	0.270011550913615	60	0.270011550913615	1	1	0.1658935742049933	12.0	67.063	70.415	111.782	25.69600000000001	12.848000000000006	2.0	109.855	0.064
970	9.7	0.1288582099696052	0.1165768390400387	0.1395802003418568	0.1035539329576367	0.1279412297881799	0.2516924243349461	89	346	32	48	2.19759322927754	1.7845898291597968	0.0899250954216781	0.2995676688040969	65	0.2995676688040969	1	1	0.2079091251006113	15.0	68.149	69.733	112.577	25.305000000000007	12.652500000000003	1.0	110.707	0.038
971	9.71	0.1385377546377027	0.140175624726894	0.1369555492364104	0.1242481667945607	0.1199708338187652	0.2693189787499134	98	377	28	49	2.1849987770795245	1.7873261675112129	0.1244374619528863	0.2704696924955901	64	0.2815555622698152	1	1	0.2259651181117172	14.0	66.99	71.313	112.152	26.151	13.075499999999998	1.0	110.276	0.0
972	9.72	0.1310715357774303	0.1343019793958386	0.127910814381173	0.1216963208604001	0.1173981328899102	0.2676432041077601	90	360	26	48	2.184720865180108	1.7886725402688135	0.122106616964445	0.2606408725769402	63	0.2606408725769402	1	1	0.2231904824188295	15.0	66.996	71.776	112.411	26.36099999999999	13.180499999999997	2.0	110.855	0.0
973	9.73	0.13958067163381	0.1449008681399156	0.1343041163434149	0.1225416410626137	0.1143291220069497	0.2648585193071414	79	338	29	45	2.199990116911936	1.788415051798848	0.1525743766319345	0.276817922093227	68	0.2887452519916352	1	1	0.2149213426416407	14.0	69.36	70.386	113.759	25.98699999999998	12.99349999999999	2.0	112.058	0.0
974	9.74	0.1493179711478398	0.1480505720117509	0.1505181917070032	0.1222901242176329	0.1252825857105496	0.2643201751483206	88	331	28	48	2.224108456756582	1.795657102749472	0.1207840953811868	0.2996547541067106	53	0.2996547541067106	1	1	0.1984856372006833	13.0	66.992	70.416	112.406	25.00200000000001	12.501000000000005	1.0	110.601	0.027
975	9.75	0.1422539832377968	0.1439606015775539	0.1406050817545816	0.1191744269182194	0.1182125585294087	0.273738760996206	85	349	28	50	2.2010794229166804	1.7921878964937197	0.1336904977889338	0.2643597830275736	67	0.2812615430667105	1	1	0.2225418293074776	13.0	67.723	69.847	111.825	25.74499999999999	12.872499999999995	1.0	110.008	0.033
976	9.76	0.1373614894762239	0.144268970068165	0.1304248762922412	0.1210679277067895	0.1122373738941668	0.260655319895153	95	375	31	47	2.156977612014729	1.7710361330427322	0.1233520760513237	0.2624804137354371	52	0.2624804137354371	1	1	0.1787740500263254	13.0	65.952	70.071	110.231	25.792	12.896	1.0	108.394	0.027
977	9.77	0.1334522809013742	0.1393257795531724	0.1275918573352699	0.1235450022447406	0.117849550195289	0.2808182262509283	82	358	29	49	2.1874908795184296	1.782997262334384	0.1508841891114613	0.2726465843489798	55	0.2771804328924253	1	1	0.2148754112973828	14.0	66.848	70.124	111.24	25.731999999999985	12.865999999999993	2.0	109.281	0.067
978	9.78	0.1359603804682879	0.1397410271576539	0.1322495868177687	0.1327511377154553	0.1275244354895377	0.2628838515414849	107	392	34	48	2.201063933338937	1.7899435994373007	0.1139615268673928	0.2947373002697616	51	0.2947373002697616	1	1	0.1666848263680821	13.0	68.22	70.397	113.393	25.224000000000014	12.612000000000007	1.0	111.104	0.027
979	9.79	0.1526624366848978	0.1564184283060368	0.1489876689616991	0.1357033857232699	0.1286783862759908	0.2642121363734075	83	347	28	45	2.225901694184866	1.7987429494827114	0.126097168772761	0.2665875074044896	59	0.2665875074044896	1	1	0.2119822772168224	11.0	68.047	71.063	114.14	24.970000000000013	12.485000000000008	2.0	112.198	0.071
980	9.8	0.1408549544580018	0.1453107887559903	0.1364645667392117	0.118846640631903	0.1093995581727383	0.2612077192351471	81	349	27	49	2.2102335390214662	1.792219003303617	0.1429292882382742	0.2970755589507113	72	0.2970755589507113	1	1	0.1823529165871068	12.0	65.647	70.125	110.861	24.910999999999987	12.455499999999994	2.0	108.959	0.0
981	9.81	0.1496695945951421	0.1419892481358494	0.1566521560304198	0.119095057404961	0.1335034149409229	0.2662726185353787	81	333	28	50	2.219457369269444	1.79355059934705	0.1061793448091143	0.2759649578370041	61	0.2759649578370041	1	1	0.1985842468895401	14.0	66.763	71.56	112.75	25.573000000000008	12.786500000000004	2.0	111.197	0.0
982	9.82	0.1360360961426097	0.135353941310707	0.1366842765807778	0.1240225192853894	0.1242771121682322	0.2538526892862927	91	344	29	52	2.208166771350965	1.7946119060731511	0.1170908053741731	0.2718392520170055	60	0.2718392520170055	1	1	0.2099785177000326	12.0	66.027	70.763	110.91	25.880000000000024	12.940000000000012	2.0	109.189	0.038
983	9.83	0.1435777025239222	0.1450598258947773	0.1421480701377826	0.1295334257116746	0.1260478178138018	0.2758742413181793	84	342	30	46	2.2150555157611302	1.796088302965578	0.1751054197904523	0.2781475597925991	56	0.2844895043965902	1	1	0.1657881737132763	14.0	68.069	70.205	112.704	25.570000000000007	12.785000000000004	2.0	110.696	0.067
984	9.84	0.1306081363167499	0.1364839830622559	0.1247395119437551	0.1279355730827812	0.1189419902337163	0.2605807291826983	90	370	30	53	2.16362309187704	1.7748727826481887	0.1486922076962718	0.2653173525566005	69	0.2653173525566005	1	1	0.2191032166423959	13.0	67.109	69.026	110.235	25.89999999999999	12.949999999999996	2.0	108.336	0.06
985	9.85	0.1245216106700451	0.1267501567575524	0.1223557994315979	0.113930926874862	0.1143026142546223	0.2644278123526847	82	393	31	46	2.1736009797573184	1.7784407991243711	0.1236369396024422	0.2783408166818152	59	0.2783408166818152	1	1	0.19060906231083	10.0	67.179	70.601	111.671	26.108999999999995	13.054499999999996	2.0	109.88	0.0
986	9.86	0.1363075153844475	0.1465188329857714	0.1257859060773401	0.1314229721299478	0.1100818969913509	0.2681157826471429	91	380	29	47	2.191022623560492	1.785516734218616	0.0902974788314912	0.2947647414087502	63	0.2955233965401606	1	1	0.2108656834164972	10.0	68.186	70.832	112.935	26.083	13.0415	1.0	111.02	0.038
987	9.87	0.1201409086323793	0.1217120557761142	0.1186212733187463	0.1146695424020561	0.1101163581956319	0.2667319870692456	101	394	33	48	2.1706072961168887	1.7784550041462497	0.101833439772886	0.266544913339335	62	0.266544913339335	1	1	0.2207251222874085	10.0	67.222	70.267	110.774	26.71499999999997	13.357499999999987	2.0	109.101	0.071
988	9.88	0.1319025570128886	0.1343944429445357	0.1294784203743035	0.1224020146520223	0.1200825515543078	0.2743395154308096	108	404	34	51	2.1837197754355957	1.7822489101518528	0.1045580092556513	0.2746834945915279	50	0.2746834945915279	1	1	0.2268980542811366	14.0	66.16	69.989	110.995	25.154	12.576999999999998	1.0	109.253	0.0
989	9.89	0.1200782828207868	0.1260632075205607	0.1140708687255311	0.1169504949470725	0.1065314953402966	0.2654564461916142	109	407	33	53	2.1636484818061383	1.7768458240091425	0.1103811218065731	0.2737873598275454	62	0.2737873598275454	1	1	0.2159299559518426	16.0	66.594	70.709	111.352	25.950999999999997	12.975499999999997	2.0	109.818	0.038
990	9.9	0.1324196554399913	0.1394960882517436	0.1252902338337202	0.1230850466309937	0.1097821885945218	0.2669171755753282	96	373	30	49	2.2068057942736328	1.7920954556499846	0.1280637772005378	0.2769513703433696	56	0.2769513703433696	1	1	0.1938468402846491	10.0	67.435	71.85	114.385	24.89999999999999	12.449999999999996	2.0	112.445	0.0
991	9.91	0.1413397914626601	0.1427307112609718	0.1399987703762167	0.1206232915681047	0.1186049014742848	0.2572182625304715	86	346	29	49	2.186476645160256	1.7839558311711976	0.1112644528127347	0.2647638895779976	69	0.2647638895779976	1	1	0.2305409059046062	13.0	65.499	72.088	112.53	25.056999999999988	12.528499999999994	2.0	110.939	0.027
992	9.92	0.1321617017565645	0.1420887395785902	0.1219308518099453	0.127281297035719	0.1091340815806088	0.2767998387318021	73	341	25	50	2.178695000905798	1.784205186835668	0.0898885825983043	0.2656520136888191	67	0.2656520136888191	1	1	0.2318281130695799	13.0	67.451	71.034	113.063	25.42200000000001	12.711000000000006	2.0	111.364	0.027
993	9.93	0.1226559835965799	0.1185542576340214	0.1264484141010083	0.1074364021324705	0.1154384298630786	0.2638448694146226	81	348	27	49	2.1978633906378087	1.78721692900592	0.1153375243056778	0.2995430444028848	68	0.2995430444028848	1	1	0.2304402567463007	14.0	66.211	69.15	110.581	24.779999999999987	12.389999999999992	1.0	108.858	0.027
994	9.94	0.1390658622631732	0.1426901584063291	0.1355147561976195	0.1193012251829175	0.1153032601955416	0.2660757283721635	86	353	28	49	2.186495147499851	1.7850270665398562	0.1354015354251908	0.267260200892777	56	0.267260200892777	1	1	0.1884174339047208	12.0	68.229	70.939	113.795	25.373000000000005	12.686500000000002	2.0	111.862	0.0
995	9.95	0.138595630792591	0.1414491044663198	0.1358150409834049	0.123809708772925	0.1184192981889954	0.2642025056535359	90	347	29	48	2.194353790204722	1.7897441626448405	0.1326076009980873	0.2687052126123063	63	0.2687052126123063	1	1	0.1898274661159008	12.0	66.585	70.248	112.114	24.718999999999998	12.359499999999995	2.0	110.248	0.0
996	9.96	0.1449200506521006	0.1508101272480797	0.1390632502282042	0.131726675859346	0.1169166796698275	0.2556520145424917	89	361	29	49	2.195762745763153	1.7864653219944793	0.1123870531806288	0.2721959699470413	57	0.2956623685405557	1	1	0.217963729389171	15.0	68.895	71.481	114.158	26.21799999999997	13.108999999999988	2.0	112.373	0.0
997	9.97	0.123845198427631	0.1270496129459391	0.1207060845836297	0.1174231592488169	0.1082128668932151	0.2626058935120833	84	362	33	52	2.174033415267134	1.7835556542860178	0.1161156267536218	0.2946156672330263	56	0.2946156672330263	1	1	0.2044536731105041	14.0	67.542	70.857	112.657	25.742000000000004	12.871000000000002	2.0	110.5	0.053
998	9.98	0.1391875701116832	0.1359614867808436	0.1421997144740802	0.119307499028168	0.1246168172991213	0.2550513133070719	102	371	31	46	2.1947459112045404	1.785601557177327	0.1036362404980778	0.295069479538816	61	0.295069479538816	1	1	0.2036051932596765	16.0	66.886	70.506	112.64	24.751999999999995	12.375999999999998	2.0	110.77	0.0
999	9.99	0.1520998666659595	0.144335026511914	0.1591609928333966	0.1201205769928763	0.1349493305556311	0.2671228520664607	84	352	25	48	2.1858481148260456	1.7857919468867487	0.1372224302282405	0.2859116230379917	56	0.2859116230379917	1	1	0.1967031174564514	13.0	67.725	70.748	113.46	25.01300000000002	12.50650000000001	0.0	111.401	0.0
1000	10.0	0.1494048173975	0.1495122285933368	0.1493021833459268	0.1180009180870073	0.1206328486155125	0.2609710186776651	98	352	34	49	2.203699007459243	1.7896333063769494	0.0915349685064129	0.2771294269475738	64	0.2771294269475738	1	1	0.1936663507554873	14.0	65.935	69.188	110.024	25.09899999999999	12.549499999999997	1.0	108.359	0.0
1001	10.01	0.1431228358983684	0.1394593322878077	0.1465354879054344	0.1103298853985266	0.1162707226533236	0.2534598603455976	79	330	29	47	2.2241968993990366	1.800694396612165	0.1678822656135789	0.2724220105011885	57	0.2724220105011885	1	1	0.1796251788493391	14.0	67.25	71.514	113.052	25.712000000000003	12.856000000000002	1.0	111.15	0.027
1002	10.02	0.1442683223072461	0.1424478778584052	0.1459853943411375	0.1243981862917953	0.1231511523950576	0.2522180670884958	100	378	31	54	2.185196985581228	1.7868903283167057	0.121577774582856	0.3028363819153106	51	0.3028363819153106	1	1	0.1558645377495996	13.0	69.582	70.421	113.698	26.304999999999996	13.152499999999996	1.0	111.693	0.027
1003	10.03	0.1457795758021295	0.1396739340096639	0.1513799075635098	0.1127925981892551	0.1274810891703949	0.2632221616039829	94	338	29	50	2.212680243724411	1.7952332524182733	0.0709115676388385	0.2874392129733215	49	0.2874392129733215	1	1	0.2120251232139504	12.0	67.951	69.684	111.862	25.773	12.886499999999998	2.0	109.79	0.091
1004	10.04	0.1495193236504026	0.147462321103117	0.1514573879689385	0.1261748802248488	0.1323023565198334	0.2755741374542446	90	407	28	54	2.189511062154701	1.7843200954477632	0.0877372503985399	0.264374022804614	76	0.264374022804614	1	1	0.2075305839274364	11.0	67.333	70.879	110.943	27.26899999999999	13.634499999999996	1.0	109.205	0.0
1005	10.05	0.1437909592176098	0.1457867202333219	0.1418590979090025	0.124567117454231	0.1241184353928818	0.2619737939451987	97	351	27	48	2.182291214918848	1.7852226611024886	0.0640754484975274	0.2816631057120226	63	0.2816631057120226	1	1	0.2124389655458658	14.0	66.465	69.656	111.647	24.474000000000004	12.237000000000002	1.0	109.794	0.053
1006	10.06	0.1282933815614246	0.1283245668911665	0.128263597070754	0.1129465325404434	0.109963238749432	0.267975826762133	83	341	30	50	2.1805726000283387	1.7844485454229992	0.0778479977895146	0.27306555904408	58	0.27306555904408	1	1	0.2358830983154721	10.0	66.903	72.385	114.372	24.91600000000001	12.458000000000006	2.0	112.429	0.0
1007	10.07	0.148351151339465	0.1490385928422378	0.1476917592826985	0.116795144767117	0.1137820562285406	0.2617727172940932	98	370	33	50	2.193279841207364	1.7908286775222948	0.0977394583795193	0.2752791936027999	57	0.2752791936027999	1	1	0.2213376341854506	11.0	68.116	72.537	116.125	24.52800000000002	12.26400000000001	2.0	114.086	0.087
1008	10.08	0.1539770622206795	0.1545786388023626	0.1534004430776799	0.1248089323541665	0.1256552507769077	0.2490361089521181	80	336	29	50	2.212980068007815	1.7961910814761386	0.1361544551747616	0.2693598819015438	51	0.2693598819015438	1	1	0.1615430349161919	14.0	69.154	71.374	114.349	26.178999999999988	13.089499999999994	1.0	112.345	0.087
1009	10.09	0.1519505219517251	0.1564652475555998	0.1475107162893645	0.1198786101024608	0.1189070035463198	0.2586603638270515	99	357	27	51	2.199230192058293	1.7895549819255714	0.1102749038101204	0.2850359464609519	52	0.2850359464609519	1	1	0.1740831071381633	16.0	67.77	70.451	112.974	25.247	12.6235	1.0	111.039	0.027
1010	10.1	0.1459810155986222	0.1420007244444777	0.1496828600710707	0.1094781389485349	0.1241843006625863	0.2756724476170967	89	368	28	51	2.199385062167786	1.7860826112060617	0.1231936776675926	0.2992622194507295	67	0.2992622194507295	1	1	0.1715875525893934	12.0	67.466	69.378	110.837	26.00699999999999	13.003499999999995	2.0	108.641	0.064
1011	10.11	0.1464351551403762	0.144642435843222	0.1481266910168279	0.1150796480971777	0.119278068381964	0.2651973896891087	87	334	23	44	2.215701524221932	1.7966907411789776	0.1225000864152054	0.2819694564340066	60	0.2819694564340066	1	1	0.1970402302716136	13.0	68.692	70.754	114.788	24.658	12.329	1.0	112.703	0.053
1012	10.12	0.1503879968677912	0.1429153440346822	0.1571920898843437	0.114350973691642	0.1329908472813563	0.2605035892729198	99	386	29	50	2.203491929213722	1.788295198616392	0.133002488073903	0.2732052154744572	63	0.2732052154744572	1	1	0.1665639313857017	13.0	67.988	70.417	113.089	25.316000000000003	12.658	1.0	111.235	0.064
1013	10.13	0.148688525091584	0.1457859909113716	0.1514080972914822	0.1164709243110044	0.1226492024438166	0.2635863027366752	80	344	29	47	2.224323449768812	1.7992001078346038	0.1261440679287337	0.2684565539692854	61	0.2684565539692854	1	1	0.1779614591993042	13.0	68.312	70.317	113.534	25.094999999999985	12.547499999999992	1.0	111.506	0.064
1014	10.14	0.155869594061907	0.1484069250801473	0.1626761505171143	0.1112636195058768	0.133413497285337	0.2735144336171564	92	341	30	46	2.2066124813228445	1.7922425495729717	0.1222113753668008	0.3080354939364979	45	0.3080354939364979	1	1	0.1523501662407992	12.0	68.279	70.712	113.977	25.01399999999998	12.50699999999999	1.0	111.92	0.053
1015	10.15	0.1519131102669463	0.1511137982954949	0.152672430323548	0.1235084125302613	0.1251679615358396	0.2565206211456761	87	346	29	48	2.22773625256328	1.7966303038612348	0.101358590274675	0.2879526319998909	66	0.2879526319998909	1	1	0.1817550545572726	13.0	66.686	71.26	112.971	24.975000000000023	12.487500000000011	1.0	110.768	0.117
1016	10.16	0.1529804481465741	0.1428260213797303	0.1620837850805977	0.1176201927990851	0.1465399061241734	0.2673318214873343	82	338	29	50	2.204271947262673	1.7865987641548895	0.1184869809692099	0.2979933553978531	49	0.2979933553978531	1	1	0.1579441440015518	12.0	66.838	69.515	111.49	24.863000000000014	12.431500000000009	1.0	109.123	0.08
1017	10.17	0.1582753615287832	0.1546499869647063	0.1616612012405647	0.1165224964347668	0.1282875458569504	0.2484735726930044	86	338	25	44	2.234693122194858	1.7970646427174208	0.1104841993361298	0.2928445969934914	62	0.2928445969934914	1	1	0.1865563594361881	15.0	67.893	70.495	112.699	25.689000000000007	12.844500000000004	1.0	110.828	0.091
1018	10.18	0.154220934969371	0.1494705955965462	0.1586240972909756	0.1235807785823531	0.1308236672752216	0.2691878836327147	100	390	33	50	2.1957905505641917	1.786584524512633	0.0777768798124698	0.2995530970035539	64	0.2995530970035539	1	1	0.1783729747788009	15.0	68.738	70.156	112.243	26.65100000000001	13.325500000000003	0.0	110.302	0.053
1019	10.19	0.153899712037851	0.1471290156559644	0.1600977157632052	0.1191509083362619	0.1385113519248547	0.252361029764918	104	399	33	49	2.216927992770977	1.790132274918978	0.0988481684807427	0.2746104654465424	67	0.2746104654465424	1	1	0.1886589029316022	12.0	67.907	68.055	110.865	25.096999999999998	12.548499999999995	1.0	108.778	0.06
1020	10.2	0.1508418516862039	0.1518237222306003	0.1498983069980422	0.1198870259520381	0.121667710903626	0.2639201179398617	83	341	29	45	2.237553741813035	1.802547283000695	0.1324783325544478	0.2701737795384699	62	0.2701737795384699	1	1	0.1496633786574399	14.0	68.047	71.058	113.819	25.286000000000016	12.643000000000008	1.0	111.881	0.06
